state,state_code,district,indicator_no,indicator,nfhs5_value,nfhs4_value,change_nfhs4_to_nfhs5
Telangana,TG,Yadadri Bhuvanagiri,68,68. Children under age 6 months exclusively breastfed16 (%),69.7,,
Telangana,TG,Yadadri Bhuvanagiri,69,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,
Telangana,TG,Yadadri Bhuvanagiri,70,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",4.5,,
Telangana,TG,Yadadri Bhuvanagiri,71,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,
Telangana,TG,Yadadri Bhuvanagiri,72,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",3.9,,
Telangana,TG,Yadadri Bhuvanagiri,73,73. Children under 5 years who are stunted (height-for-age)18 (%),38.3,,
Telangana,TG,Yadadri Bhuvanagiri,74,74. Children under 5 years who are wasted (weight-for-height)18 (%),10.3,,
Telangana,TG,Yadadri Bhuvanagiri,75,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),3.0,,
Telangana,TG,Yadadri Bhuvanagiri,76,76. Children under 5 years who are underweight (weight-for-age)18 (%),27.2,,
Telangana,TG,Yadadri Bhuvanagiri,77,77. Children under 5 years who are overweight (weight-for-height)20 (%),5.5,,
Telangana,TG,Yadadri Bhuvanagiri,78,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),19.4,,
Telangana,TG,Yadadri Bhuvanagiri,79,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),24.6,,
Telangana,TG,Yadadri Bhuvanagiri,80,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),48.8,,
Telangana,TG,Yadadri Bhuvanagiri,81,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),65.3,,
Telangana,TG,Yadadri Bhuvanagiri,82,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),54.3,,
Telangana,TG,Yadadri Bhuvanagiri,83,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),38.5,,
Telangana,TG,Yadadri Bhuvanagiri,84,84. All women age 15-49 years who are anaemic22 (%),53.8,,
Telangana,TG,Yadadri Bhuvanagiri,85,85. All women age 15-19 years who are anaemic22 (%),60.1,,
Telangana,TG,Yadadri Bhuvanagiri,86,86. Blood sugar level - high (141-160 mg/dl)23 (%),6.1,,
Telangana,TG,Yadadri Bhuvanagiri,87,87. Blood sugar level - very high (>160 mg/dl)23 (%),6.9,,
Telangana,TG,Yadadri Bhuvanagiri,88,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14.6,,
Telangana,TG,Yadadri Bhuvanagiri,89,89. Blood sugar level - high (141-160 mg/dl)23 (%),6.9,,
Telangana,TG,Yadadri Bhuvanagiri,90,90. Blood sugar level - very high (>160 mg/dl)23 (%),9.6,,
Telangana,TG,Yadadri Bhuvanagiri,91,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),18.0,,
Telangana,TG,Yadadri Bhuvanagiri,92,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.5,,
Telangana,TG,Yadadri Bhuvanagiri,93,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8,,
Telangana,TG,Yadadri Bhuvanagiri,94,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.8,,
Telangana,TG,Yadadri Bhuvanagiri,95,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.1,,
Telangana,TG,Yadadri Bhuvanagiri,96,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.8,,
Telangana,TG,Yadadri Bhuvanagiri,97,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.3,,
Telangana,TG,Yadadri Bhuvanagiri,98,98. Ever undergone a screening test for cervical cancer (%),2.4,,
Telangana,TG,Yadadri Bhuvanagiri,99,99. Ever undergone a breast examination for breast cancer (%),0.2,,
Telangana,TG,Yadadri Bhuvanagiri,100,100. Ever undergone an oral cavity examination for oral cancer (%),2.1,,
Telangana,TG,Yadadri Bhuvanagiri,101,101. Women age 15 years and above who use any kind of tobacco (%),5.6,,
Telangana,TG,Yadadri Bhuvanagiri,102,102. Men age 15 years and above who use any kind of tobacco (%),22.2,,
Telangana,TG,Yadadri Bhuvanagiri,103,103. Women age 15 years and above who consume alcohol (%),12.9,,
Telangana,TG,Yadadri Bhuvanagiri,104,104. Men age 15 years and above who consume alcohol (%),58.4,,
Tripura,TR,Dhalai,1,1. Female population age 6 years and above who ever attended school (%),74.8,76.4,-1.6
Tripura,TR,Dhalai,2,2. Population below age 15 years (%),27.2,27.9,-0.7
Tripura,TR,Dhalai,3,"3. Sex ratio of the total population (females per 1,000 males)",1034.0,957.0,77.0
Tripura,TR,Dhalai,4,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1160.0,868.0,292.0
Tripura,TR,Dhalai,5,5. Children under age 5 years whose birth was registered with the civil authority (%),94.2,89.8,4.4
Tripura,TR,Dhalai,6,6. Deaths in the last 3 years registered with the civil authority (%),81.0,,
Tripura,TR,Dhalai,7,7. Population living in households with electricity (%),97.7,88.7,9.0
Tripura,TR,Dhalai,8,8. Population living in households with an improved drinking-water source1 (%),70.3,64.8,5.5
Tripura,TR,Dhalai,9,9. Population living in households that use an improved sanitation facility2 (%),67.6,50.3,17.3
Tripura,TR,Dhalai,10,10. Households using clean fuel for cooking3 (%),34.0,19.2,14.8
Tripura,TR,Dhalai,11,11. Households using iodized salt (%),98.7,99.5,-0.8
Tripura,TR,Dhalai,12,12. Households with any usual member covered under a health insurance/financing scheme (%),44.2,68.8,-24.6
Tripura,TR,Dhalai,13,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.9,,
Tripura,TR,Dhalai,14,14. Women who are literate4 (%),71.6,,
Tripura,TR,Dhalai,15,15. Women with 10 or more years of schooling (%),13.9,14.5,-0.6
Tripura,TR,Dhalai,16,16. Women age 20-24 years married before age 18 years (%),38.9,34.4,4.5
Tripura,TR,Dhalai,17,17. Births in the 5 years preceding the survey that are third or higher order (%),0.3,0.2,0.1
Tripura,TR,Dhalai,18,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),26.9,20.2,6.7
Tripura,TR,Dhalai,19,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),63.2,27.2,36.0
Tripura,TR,Dhalai,20,20. Any method6 (%),80.9,67.1,13.8
Tripura,TR,Dhalai,21,21. Any modern method6 (%),53.3,44.1,9.2
Tripura,TR,Dhalai,22,22. Female sterilization (%),8.6,14.4,-5.8
Tripura,TR,Dhalai,23,23. Male sterilization (%),0.0,0.0,0.0
Tripura,TR,Dhalai,24,24. IUD/PPIUD (%),0.3,0.1,0.2
Tripura,TR,Dhalai,25,25. Pill (%),39.0,28.3,10.7
Tripura,TR,Dhalai,26,26. Condom (%),2.3,1.1,1.2
Tripura,TR,Dhalai,27,27. Injectables (%),0.1,0.1,0.0
Tripura,TR,Dhalai,28,28. Total unmet need7 (%),4.0,7.0,-3.0
Tripura,TR,Dhalai,29,29. Unmet need for spacing7 (%),1.8,3.0,-1.2
Tripura,TR,Dhalai,30,30. Health worker ever talked to female non-users about family planning (%),3.9,4.0,-0.1
Tripura,TR,Dhalai,31,31. Current users ever told about side effects of current method8 (%),50.8,42.5,8.3
Tripura,TR,Dhalai,32,32. Mothers who had an antenatal check-up in the first trimester (%),58.1,66.4,-8.3
Tripura,TR,Dhalai,33,33. Mothers who had at least 4 antenatal care visits (%),52.0,66.4,-14.4
Tripura,TR,Dhalai,34,34. Mothers whose last birth was protected against neonatal tetanus9 (%),97.8,88.1,9.7
Tripura,TR,Dhalai,35,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.0,13.2,12.8
Tripura,TR,Dhalai,36,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.8,2.6,6.2
Tripura,TR,Dhalai,37,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),90.7,85.8,4.9
Tripura,TR,Dhalai,38,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.4,62.1,10.3
Tripura,TR,Dhalai,39,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4010.0,3980.0,30.0
Tripura,TR,Dhalai,40,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0,0.0
Tripura,TR,Dhalai,41,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.1,,
Tripura,TR,Dhalai,42,42. Institutional births (%),87.3,76.2,11.1
Tripura,TR,Dhalai,43,43. Institutional births in public facility (%),84.5,72.0,12.5
Tripura,TR,Dhalai,44,44. Home births that were conducted by skilled health personnel10 (%),0.5,1.0,-0.5
Tripura,TR,Dhalai,45,45. Births attended by skilled health personnel10 (%),87.7,77.3,10.4
Tripura,TR,Dhalai,46,46. Births delivered by caesarean section (%),10.1,8.3,1.8
Tripura,TR,Dhalai,47,47. Births in a private health facility that were delivered by caesarean section (%),,,
Tripura,TR,Dhalai,48,48. Births in a public health facility that were delivered by caesarean section (%),10.1,6.6,3.5
Tripura,TR,Dhalai,49,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),73.7,44.3,29.4
Tripura,TR,Dhalai,50,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),76.7,64.6,12.1
Tripura,TR,Dhalai,51,51. Children age 12-23 months who have received BCG (%),97.6,62.1,35.5
Tripura,TR,Dhalai,52,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),73.7,59.3,14.4
Tripura,TR,Dhalai,53,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.0,69.8,19.2
Tripura,TR,Dhalai,54,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.2,62.4,27.8
Tripura,TR,Dhalai,55,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.1,,
Tripura,TR,Dhalai,56,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),68.4,,
Tripura,TR,Dhalai,57,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.2,44.7,41.5
Tripura,TR,Dhalai,58,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.2,60.7,-2.5
Tripura,TR,Dhalai,59,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,97.5,2.5
Tripura,TR,Dhalai,60,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0,0.0
Tripura,TR,Dhalai,61,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.9,3.4,1.5
Tripura,TR,Dhalai,62,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,
Tripura,TR,Dhalai,63,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,
Tripura,TR,Dhalai,64,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,
Tripura,TR,Dhalai,65,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.5,0.7,0.8
Tripura,TR,Dhalai,66,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.8,,
Tripura,TR,Dhalai,67,67. Children under age 3 years breastfed within one hour of birth15 (%),44.0,51.0,-7.0
Tripura,TR,Dhalai,68,68. Children under age 6 months exclusively breastfed16 (%),61.1,71.0,-9.9
Tripura,TR,Dhalai,69,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,
Tripura,TR,Dhalai,70,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.9,10.8,4.1
Tripura,TR,Dhalai,71,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,
Tripura,TR,Dhalai,72,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14.3,10.1,4.2
Tripura,TR,Dhalai,73,73. Children under 5 years who are stunted (height-for-age)18 (%),45.7,32.5,13.2
Tripura,TR,Dhalai,74,74. Children under 5 years who are wasted (weight-for-height)18 (%),15.9,23.3,-7.4
Tripura,TR,Dhalai,75,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.7,12.1,-4.4
Tripura,TR,Dhalai,76,76. Children under 5 years who are underweight (weight-for-age)18 (%),27.6,27.2,0.4
Tripura,TR,Dhalai,77,77. Children under 5 years who are overweight (weight-for-height)20 (%),13.1,3.2,9.9
Tripura,TR,Dhalai,78,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),15.9,15.6,0.3
Tripura,TR,Dhalai,79,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),19.1,13.5,5.6
Tripura,TR,Dhalai,80,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),67.7,,
Tripura,TR,Dhalai,81,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),81.2,50.4,30.8
Tripura,TR,Dhalai,82,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),69.7,56.5,13.2
Tripura,TR,Dhalai,83,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),75.4,55.8,19.6
Tripura,TR,Dhalai,84,84. All women age 15-49 years who are anaemic22 (%),70.0,56.4,13.6
Tripura,TR,Dhalai,85,85. All women age 15-19 years who are anaemic22 (%),65.4,56.1,9.3
Tripura,TR,Dhalai,86,86. Blood sugar level - high (141-160 mg/dl)23 (%),8.5,,
Tripura,TR,Dhalai,87,87. Blood sugar level - very high (>160 mg/dl)23 (%),5.7,,
Tripura,TR,Dhalai,88,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14.5,,
Tripura,TR,Dhalai,89,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.8,,
Tripura,TR,Dhalai,90,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.4,,
Tripura,TR,Dhalai,91,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.0,,
Tripura,TR,Dhalai,92,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.0,,
Tripura,TR,Dhalai,93,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,,
Tripura,TR,Dhalai,94,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.5,,
Tripura,TR,Dhalai,95,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,,
Tripura,TR,Dhalai,96,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,,
Tripura,TR,Dhalai,97,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.4,,
Tripura,TR,Dhalai,98,98. Ever undergone a screening test for cervical cancer (%),0.6,,
Tripura,TR,Dhalai,99,99. Ever undergone a breast examination for breast cancer (%),0.4,,
Tripura,TR,Dhalai,100,100. Ever undergone an oral cavity examination for oral cancer (%),0.5,,
Tripura,TR,Dhalai,101,101. Women age 15 years and above who use any kind of tobacco (%),55.2,,
Tripura,TR,Dhalai,102,102. Men age 15 years and above who use any kind of tobacco (%),61.3,,
Tripura,TR,Dhalai,103,103. Women age 15 years and above who consume alcohol (%),7.5,,
Tripura,TR,Dhalai,104,104. Men age 15 years and above who consume alcohol (%),40.2,,
Tripura,TR,Gomati,1,1. Female population age 6 years and above who ever attended school (%),80.1,,
